/"OreDict Key","ItemStacks"
"slimecrystalMagma","[tconstruct:materials@11 - 'Magma Slime Crystal' - <no NBT>]"
"smallBoltIron","[contenttweaker:material_part@27 - 'Small Iron Bolt' - <no NBT>]"
"smallBoltLumium","[contenttweaker:material_part@759 - 'Small Lumium Bolt' - <no NBT>]"
"smallCasingIron","[contenttweaker:material_part@28 - 'Small Iron Casing' - <no NBT>]"
"smallCasingLumium","[contenttweaker:material_part@760 - 'Small Lumium Casing' - <no NBT>]"
"smallCasingPolyethylene","[contenttweaker:material_part@793 - 'Small Polyethylene Casing' - <no NBT>]"
"smallCasingRubber","[contenttweaker:material_part@807 - 'Small Rubber Casing' - <no NBT>]"
"smallCentrifugedOreEndLumium","[contenttweaker:material_part@456 - 'Small Centrifuged End Lumium Ore' - <no NBT>]"
"smallCentrifugedOreLumium","[contenttweaker:material_part@422 - 'Small Centrifuged Lumium Ore' - <no NBT>]"
"smallCentrifugedOreNetherLumium","[contenttweaker:material_part@439 - 'Small Centrifuged Nether Lumium Ore' - <no NBT>]"
"smallCrushedOreEndLumium","[contenttweaker:material_part@452 - 'Small Crushed End Lumium Ore' - <no NBT>]"
"smallCrushedOreLumium","[contenttweaker:material_part@418 - 'Small Crushed Lumium Ore' - <no NBT>]"
"smallCrushedOreNetherLumium","[contenttweaker:material_part@435 - 'Small Crushed Nether Lumium Ore' - <no NBT>]"
"smallFineDustChalk","[contenttweaker:material_part@592 - 'Small Fine Chalk Dust' - <no NBT>]"
"smallFineDustConglomerate","[contenttweaker:material_part@619 - 'Small Fine Conglomerate Dust' - <no NBT>]"
"smallFineDustDacite","[contenttweaker:material_part@511 - 'Small Fine Dacite Dust' - <no NBT>]"
"smallFineDustDiabase","[contenttweaker:material_part@475 - 'Small Fine Diabase Dust' - <no NBT>]"
"smallFineDustDolomite","[contenttweaker:material_part@601 - 'Small Fine Dolomite Dust' - <no NBT>]"
"smallFineDustEclogite","[contenttweaker:material_part@529 - 'Small Fine Eclogite Dust' - <no NBT>]"
"smallFineDustGabbro","[contenttweaker:material_part@610 - 'Small Fine Gabbro Dust' - <no NBT>]"
"smallFineDustGneiss","[contenttweaker:material_part@520 - 'Small Fine Gneiss Dust' - <no NBT>]"
"smallFineDustGranite","[contenttweaker:material_part@466 - 'Small Fine Granite Dust' - <no NBT>]"
"smallFineDustGreywacke","[contenttweaker:material_part@628 - 'Small Fine Greywacke Dust' - <no NBT>]"
"smallFineDustHornfels","[contenttweaker:material_part@556 - 'Small Fine Hornfels Dust' - <no NBT>]"
"smallFineDustKimberlite","[contenttweaker:material_part@493 - 'Small Fine Kimberlite Dust' - <no NBT>]"
"smallFineDustKomatiite","[contenttweaker:material_part@502 - 'Small Fine Komatiite Dust' - <no NBT>]"
"smallFineDustLimestone","[contenttweaker:material_part@637 - 'Small Fine Limestone Dust' - <no NBT>]"
"smallFineDustLumium","[contenttweaker:material_part@393 - 'Small Fine Lumium Dust' - <no NBT>]"
"smallFineDustMarble","[contenttweaker:material_part@538 - 'Small Fine Marble Dust' - <no NBT>]"
"smallFineDustMigmatite","[contenttweaker:material_part@583 - 'Small Fine Migmatite Dust' - <no NBT>]"
"smallFineDustQuartzite","[contenttweaker:material_part@547 - 'Small Fine Quartzite Dust' - <no NBT>]"
"smallFineDustRhyolite","[contenttweaker:material_part@484 - 'Small Fine Rhyolite Dust' - <no NBT>]"
"smallFineDustSchist","[contenttweaker:material_part@565 - 'Small Fine Schist Dust' - <no NBT>]"
"smallFineDustShale","[contenttweaker:material_part@646 - 'Small Fine Shale Dust' - <no NBT>]"
"smallFineDustSiltstone","[contenttweaker:material_part@655 - 'Small Fine Siltstone Dust' - <no NBT>]"
"smallFineDustSoapstone","[contenttweaker:material_part@574 - 'Small Fine Soapstone Dust' - <no NBT>]"
"smallGearIron","[contenttweaker:material_part@20 - 'Small Iron Gear' - <no NBT>]"
"smallGearLumium","[contenttweaker:material_part@752 - 'Small Lumium Gear' - <no NBT>]"
"smallPlateIron","[contenttweaker:material_part@22 - 'Small Iron Plate' - <no NBT>]"
"smallPlateLumium","[contenttweaker:material_part@754 - 'Small Lumium Plate' - <no NBT>]"
"smallPlatePolyethylene","[contenttweaker:material_part@789 - 'Small Polyethylene Plate' - <no NBT>]"
"smallPlateRubber","[contenttweaker:material_part@805 - 'Small Rubber Plate' - <no NBT>]"
"smallPowderChalk","[contenttweaker:material_part@595 - 'Small Chalk Powder' - <no NBT>]"
"smallPowderConglomerate","[contenttweaker:material_part@622 - 'Small Conglomerate Powder' - <no NBT>]"
"smallPowderDacite","[contenttweaker:material_part@514 - 'Small Dacite Powder' - <no NBT>]"
"smallPowderDiabase","[contenttweaker:material_part@478 - 'Small Diabase Powder' - <no NBT>]"
"smallPowderDolomite","[contenttweaker:material_part@604 - 'Small Dolomite Powder' - <no NBT>]"
"smallPowderEclogite","[contenttweaker:material_part@532 - 'Small Eclogite Powder' - <no NBT>]"
"smallPowderGabbro","[contenttweaker:material_part@613 - 'Small Gabbro Powder' - <no NBT>]"
"smallPowderGneiss","[contenttweaker:material_part@523 - 'Small Gneiss Powder' - <no NBT>]"
"smallPowderGranite","[contenttweaker:material_part@469 - 'Small Granite Powder' - <no NBT>]"
"smallPowderGreywacke","[contenttweaker:material_part@631 - 'Small Greywacke Powder' - <no NBT>]"
"smallPowderHornfels","[contenttweaker:material_part@559 - 'Small Hornfels Powder' - <no NBT>]"
"smallPowderKimberlite","[contenttweaker:material_part@496 - 'Small Kimberlite Powder' - <no NBT>]"
"smallPowderKomatiite","[contenttweaker:material_part@505 - 'Small Komatiite Powder' - <no NBT>]"
"smallPowderLimestone","[contenttweaker:material_part@640 - 'Small Limestone Powder' - <no NBT>]"
"smallPowderLumium","[contenttweaker:material_part@396 - 'Small Lumium Powder' - <no NBT>]"
"smallPowderMarble","[contenttweaker:material_part@541 - 'Small Marble Powder' - <no NBT>]"
"smallPowderMigmatite","[contenttweaker:material_part@586 - 'Small Migmatite Powder' - <no NBT>]"
"smallPowderQuartzite","[contenttweaker:material_part@550 - 'Small Quartzite Powder' - <no NBT>]"
"smallPowderRhyolite","[contenttweaker:material_part@487 - 'Small Rhyolite Powder' - <no NBT>]"
"smallPowderSchist","[contenttweaker:material_part@568 - 'Small Schist Powder' - <no NBT>]"
"smallPowderShale","[contenttweaker:material_part@649 - 'Small Shale Powder' - <no NBT>]"
"smallPowderSiltstone","[contenttweaker:material_part@658 - 'Small Siltstone Powder' - <no NBT>]"
"smallPowderSoapstone","[contenttweaker:material_part@577 - 'Small Soapstone Powder' - <no NBT>]"
"smallPurifiedOreEndLumium","[contenttweaker:material_part@454 - 'Small Purified End Lumium Ore' - <no NBT>]"
"smallPurifiedOreLumium","[contenttweaker:material_part@420 - 'Small Purified Lumium Ore' - <no NBT>]"
"smallPurifiedOreNetherLumium","[contenttweaker:material_part@437 - 'Small Purified Nether Lumium Ore' - <no NBT>]"
"smallRodIron","[contenttweaker:material_part@9 - 'Small Iron Rod' - <no NBT>]"
"smallRodLumium","[contenttweaker:material_part@741 - 'Small Lumium Rod' - <no NBT>]"
"smallRodPolyethylene","[contenttweaker:material_part@780 - 'Small Polyethylene Rod' - <no NBT>]"
"smallScrewedPlateIron","[contenttweaker:material_part@29 - 'Small Screwed Iron Plate' - <no NBT>]"
"smallScrewedPlateLumium","[contenttweaker:material_part@761 - 'Small Screwed Lumium Plate' - <no NBT>]"
"smallScrewedPlatePolyethylene","[contenttweaker:material_part@794 - 'Small Screwed Polyethylene Plate' - <no NBT>]"
"smallSpringIron","[contenttweaker:material_part@12 - 'Small Iron Spring' - <no NBT>]"
"smallSpringLumium","[contenttweaker:material_part@744 - 'Small Lumium Spring' - <no NBT>]"
"springIron","[contenttweaker:material_part@23 - 'Iron Spring' - <no NBT>]"
"springLargeIron","[contenttweaker:material_part@13 - 'Large Iron Spring' - <no NBT>]"
"springLargeLumium","[contenttweaker:material_part@745 - 'Large Lumium Spring' - <no NBT>]"
"springLumium","[contenttweaker:material_part@755 - 'Lumium Spring' - <no NBT>]"
"springPolyethylene","[contenttweaker:material_part@790 - 'Polyethylene Spring' - <no NBT>]"
"stairWood","[minecraft:oak_stairs@0 - 'Oak Wood Stairs' - <no NBT>]; [minecraft:spruce_stairs@0 - 'Spruce Wood Stairs' - <no NBT>]; [minecraft:birch_stairs@0 - 'Birch Wood Stairs' - <no NBT>]; [minecraft:jungle_stairs@0 - 'Jungle Wood Stairs' - <no NBT>]; [minecraft:acacia_stairs@0 - 'Acacia Wood Stairs' - <no NBT>]; [minecraft:dark_oak_stairs@0 - 'Dark Oak Wood Stairs' - <no NBT>]; [biomesoplenty:sacred_oak_stairs@0 - 'Sacred Oak Wood Stairs' - <no NBT>]; [biomesoplenty:cherry_stairs@0 - 'Cherry Wood Stairs' - <no NBT>]; [biomesoplenty:umbran_stairs@0 - 'Umbran Wood Stairs' - <no NBT>]; [biomesoplenty:fir_stairs@0 - 'Fir Stairs' - <no NBT>]; [biomesoplenty:ethereal_stairs@0 - 'Ethereal Wood Stairs' - <no NBT>]; [biomesoplenty:magic_stairs@0 - 'Magic Wood Stairs' - <no NBT>]; [biomesoplenty:mangrove_stairs@0 - 'Mangrove Stairs' - <no NBT>]; [biomesoplenty:palm_stairs@0 - 'Palm Stairs' - <no NBT>]; [biomesoplenty:redwood_stairs@0 - 'Redwood Stairs' - <no NBT>]; [biomesoplenty:willow_stairs@0 - 'Willow Stairs' - <no NBT>]; [biomesoplenty:pine_stairs@0 - 'Pine Stairs' - <no NBT>]; [biomesoplenty:hellbark_stairs@0 - 'Hellbark Wood Stairs' - <no NBT>]; [biomesoplenty:jacaranda_stairs@0 - 'Jacaranda Stairs' - <no NBT>]; [biomesoplenty:mahogany_stairs@0 - 'Mahogany Wood Stairs' - <no NBT>]; [biomesoplenty:ebony_stairs@0 - 'Ebony Wood Stairs' - <no NBT>]; [biomesoplenty:eucalyptus_stairs@0 - 'Eucalyptus Wood Stairs' - <no NBT>]; [pvj:willow_stairs@0 - 'Willow Stairs' - <no NBT>]; [pvj:mangrove_stairs@0 - 'Mangrove Stairs' - <no NBT>]; [pvj:palm_stairs@0 - 'Palm Stairs' - <no NBT>]; [pvj:redwood_stairs@0 - 'Redwood Stairs' - <no NBT>]; [pvj:fir_stairs@0 - 'Fir Stairs' - <no NBT>]; [pvj:pine_stairs@0 - 'Pine Stairs' - <no NBT>]; [pvj:aspen_stairs@0 - 'Aspen Stairs' - <no NBT>]; [pvj:maple_stairs@0 - 'Maple Stairs' - <no NBT>]; [pvj:baobab_stairs@0 - 'Baobab Stairs' - <no NBT>]; [pvj:cottonwood_stairs@0 - 'Cottonwood Stairs' - <no NBT>]; [pvj:juniper_stairs@0 - 'Juniper Stairs' - <no NBT>]; [pvj:cherry_blossom_stairs@0 - 'Cherry Blossom Stairs' - <no NBT>]; [pvj:jacaranda_stairs@0 - 'Jacaranda Stairs' - <no NBT>]"
"stickAcacia","[contenttweaker:material_part@851 - 'Acacia Stick' - <no NBT>]"
"stickBirch","[contenttweaker:material_part@842 - 'Birch Stick' - <no NBT>]"
"stickCopper","[libvulpes:productrod@4 - 'Copper Rod' - <no NBT>]"
"stickDarkOak","[contenttweaker:material_part@854 - 'Dark Oak Stick' - <no NBT>]"
"stickIridium","[libvulpes:productrod@10 - 'Iridium Rod' - <no NBT>]"
"stickIron","[libvulpes:productrod@1 - 'Iron Rod' - <no NBT>]; [contenttweaker:material_part@10 - 'Iron Rod' - <no NBT>]"
"stickJungle","[contenttweaker:material_part@848 - 'Jungle Stick' - <no NBT>]"
"stickLumium","[contenttweaker:material_part@742 - 'Lumium Rod' - <no NBT>]"
"stickOak","[contenttweaker:material_part@839 - 'Oak Stick' - <no NBT>]"
"stickPolyethylene","[contenttweaker:material_part@781 - 'Polyethylene Rod' - <no NBT>]"
"stickSpruce","[contenttweaker:material_part@845 - 'Spruce Stick' - <no NBT>]"
"stickSteel","[libvulpes:productrod@6 - 'Steel Rod' - <no NBT>]"
"stickTitanium","[libvulpes:productrod@7 - 'Titanium Rod' - <no NBT>]"
"stickTitaniumAluminide","[advancedrocketry:productrod@0 - 'Titanium Aluminide Rod' - <no NBT>]"
"stickTitaniumIridium","[advancedrocketry:productrod@1 - 'Titanium Iridium Alloy Rod' - <no NBT>]"
"stickTreatedWood",""
"stickWood","[minecraft:stick@0 - 'Stick' - <no NBT>]; [biomesoplenty:bamboo@0 - 'Bamboo' - <no NBT>]; [biomesoplenty:plant_1@5 - 'River Cane' - <no NBT>]"
"stone","[minecraft:stone@0 - 'Stone' - <no NBT>]; [undergroundbiomes:igneous_stone@0 - 'Granite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@0 - 'Gneiss' - <no NBT>]; [undergroundbiomes:sedimentary_stone@0 - 'Limestone' - <no NBT>]; [undergroundbiomes:igneous_stone@1 - 'Diabase' - <no NBT>]; [undergroundbiomes:metamorphic_stone@1 - 'Eclogite' - <no NBT>]; [undergroundbiomes:sedimentary_stone@1 - 'Chalk' - <no NBT>]; [undergroundbiomes:igneous_stone@2 - 'Rhyolite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@2 - 'Marble' - <no NBT>]; [undergroundbiomes:sedimentary_stone@2 - 'Shale' - <no NBT>]; [undergroundbiomes:igneous_stone@3 - 'Andesite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@3 - 'Quartzite' - <no NBT>]; [undergroundbiomes:sedimentary_stone@3 - 'Siltstone' - <no NBT>]; [undergroundbiomes:igneous_stone@4 - 'Gabbro' - <no NBT>]; [undergroundbiomes:metamorphic_stone@4 - 'Hornfels' - <no NBT>]; [undergroundbiomes:sedimentary_stone@4 - 'Conglomerate' - <no NBT>]; [undergroundbiomes:igneous_stone@5 - 'Kimberlite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@5 - 'Schist' - <no NBT>]; [undergroundbiomes:sedimentary_stone@5 - 'Dolomite' - <no NBT>]; [undergroundbiomes:igneous_stone@6 - 'Komatiite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@6 - 'Soapstone' - <no NBT>]; [undergroundbiomes:sedimentary_stone@6 - 'Greywacke' - <no NBT>]; [undergroundbiomes:igneous_stone@7 - 'Dacite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@7 - 'Migmatite' - <no NBT>]; [undergroundbiomes:sedimentary_stone@7 - 'Chert' - <no NBT>]"
"stoneAndesite","[minecraft:stone@5 - 'Andesite' - <no NBT>]"
"stoneAndesitePolished","[minecraft:stone@6 - 'Polished Andesite' - <no NBT>]"
"stoneBasalt","[undergroundbiomes:igneous_stone@5 - 'Kimberlite' - <no NBT>]"
"stoneBrimstone","[quark:biome_cobblestone@0 - 'Brimstone' - <no NBT>]"
"stoneBrimstonePolished","[quark:biome_brick@0 - 'Brimstone Bricks' - <no NBT>]"
"stoneDiorite","[minecraft:stone@3 - 'Diorite' - <no NBT>]"
"stoneDioritePolished","[minecraft:stone@4 - 'Polished Diorite' - <no NBT>]"
"stoneGranite","[minecraft:stone@1 - 'Granite' - <no NBT>]"
"stoneGranitePolished","[minecraft:stone@2 - 'Polished Granite' - <no NBT>]"
"stoneIgneous","[undergroundbiomes:igneous_stone@0 - 'Granite' - <no NBT>]; [undergroundbiomes:igneous_stone@1 - 'Diabase' - <no NBT>]; [undergroundbiomes:igneous_stone@2 - 'Rhyolite' - <no NBT>]; [undergroundbiomes:igneous_stone@3 - 'Andesite' - <no NBT>]; [undergroundbiomes:igneous_stone@4 - 'Gabbro' - <no NBT>]; [undergroundbiomes:igneous_stone@5 - 'Kimberlite' - <no NBT>]; [undergroundbiomes:igneous_stone@6 - 'Komatiite' - <no NBT>]; [undergroundbiomes:igneous_stone@7 - 'Dacite' - <no NBT>]"
"stoneLimestone","[undergroundbiomes:sedimentary_stone@0 - 'Limestone' - <no NBT>]"
"stoneMarble","[undergroundbiomes:metamorphic_stone@2 - 'Marble' - <no NBT>]"
"stoneMetamorphic","[undergroundbiomes:metamorphic_stone@0 - 'Gneiss' - <no NBT>]; [undergroundbiomes:metamorphic_stone@1 - 'Eclogite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@2 - 'Marble' - <no NBT>]; [undergroundbiomes:metamorphic_stone@3 - 'Quartzite' - <no NBT>]; [undergroundbiomes:metamorphic_stone@4 - 'Hornfels' - <no NBT>]; [undergroundbiomes:metamorphic_stone@5 - 'Schist' - <no NBT>]; [undergroundbiomes:metamorphic_stone@6 - 'Soapstone' - <no NBT>]; [undergroundbiomes:metamorphic_stone@7 - 'Migmatite' - <no NBT>]"
"stonePermafrost","[quark:biome_cobblestone@1 - 'Permafrost' - <no NBT>]"
"stonePermafrostPolished","[quark:biome_cobblestone@1 - 'Permafrost' - <no NBT>]"
"stonePolished","[quark:polished_stone@0 - 'Polished Stone' - <no NBT>]"
"stoneSedimentary","[undergroundbiomes:sedimentary_stone@0 - 'Limestone' - <no NBT>]; [undergroundbiomes:sedimentary_stone@1 - 'Chalk' - <no NBT>]; [undergroundbiomes:sedimentary_stone@2 - 'Shale' - <no NBT>]; [undergroundbiomes:sedimentary_stone@3 - 'Siltstone' - <no NBT>]; [undergroundbiomes:sedimentary_stone@4 - 'Conglomerate' - <no NBT>]; [undergroundbiomes:sedimentary_stone@5 - 'Dolomite' - <no NBT>]; [undergroundbiomes:sedimentary_stone@6 - 'Greywacke' - <no NBT>]; [undergroundbiomes:sedimentary_stone@7 - 'Chert' - <no NBT>]"
"string","[minecraft:string@0 - 'String' - <no NBT>]"
"sugarcane","[minecraft:reeds@0 - 'Sugar Canes' - <no NBT>]; [betternether:nether_reed@0 - 'Nether Reed' - <no NBT>]"
"superiorGemRuby","[contenttweaker:material_part@862 - 'Superior Ruby' - <no NBT>]"
"tinyFineDustChalk","[contenttweaker:material_part@593 - 'Tiny Fine Chalk Dust' - <no NBT>]"
"tinyFineDustConglomerate","[contenttweaker:material_part@620 - 'Tiny Fine Conglomerate Dust' - <no NBT>]"
"tinyFineDustDacite","[contenttweaker:material_part@512 - 'Tiny Fine Dacite Dust' - <no NBT>]"
"tinyFineDustDiabase","[contenttweaker:material_part@476 - 'Tiny Fine Diabase Dust' - <no NBT>]"
"tinyFineDustDolomite","[contenttweaker:material_part@602 - 'Tiny Fine Dolomite Dust' - <no NBT>]"
"tinyFineDustEclogite","[contenttweaker:material_part@530 - 'Tiny Fine Eclogite Dust' - <no NBT>]"
"tinyFineDustGabbro","[contenttweaker:material_part@611 - 'Tiny Fine Gabbro Dust' - <no NBT>]"
"tinyFineDustGneiss","[contenttweaker:material_part@521 - 'Tiny Fine Gneiss Dust' - <no NBT>]"
"tinyFineDustGranite","[contenttweaker:material_part@467 - 'Tiny Fine Granite Dust' - <no NBT>]"
"tinyFineDustGreywacke","[contenttweaker:material_part@629 - 'Tiny Fine Greywacke Dust' - <no NBT>]"
"tinyFineDustHornfels","[contenttweaker:material_part@557 - 'Tiny Fine Hornfels Dust' - <no NBT>]"
"tinyFineDustKimberlite","[contenttweaker:material_part@494 - 'Tiny Fine Kimberlite Dust' - <no NBT>]"
"tinyFineDustKomatiite","[contenttweaker:material_part@503 - 'Tiny Fine Komatiite Dust' - <no NBT>]"
"tinyFineDustLimestone","[contenttweaker:material_part@638 - 'Tiny Fine Limestone Dust' - <no NBT>]"
"tinyFineDustLumium","[contenttweaker:material_part@394 - 'Tiny Fine Lumium Dust' - <no NBT>]"
"tinyFineDustMarble","[contenttweaker:material_part@539 - 'Tiny Fine Marble Dust' - <no NBT>]"
"tinyFineDustMigmatite","[contenttweaker:material_part@584 - 'Tiny Fine Migmatite Dust' - <no NBT>]"
"tinyFineDustQuartzite","[contenttweaker:material_part@548 - 'Tiny Fine Quartzite Dust' - <no NBT>]"
"tinyFineDustRhyolite","[contenttweaker:material_part@485 - 'Tiny Fine Rhyolite Dust' - <no NBT>]"
"tinyFineDustSchist","[contenttweaker:material_part@566 - 'Tiny Fine Schist Dust' - <no NBT>]"
"tinyFineDustShale","[contenttweaker:material_part@647 - 'Tiny Fine Shale Dust' - <no NBT>]"
"tinyFineDustSiltstone","[contenttweaker:material_part@656 - 'Tiny Fine Siltstone Dust' - <no NBT>]"
"tinyFineDustSoapstone","[contenttweaker:material_part@575 - 'Tiny Fine Soapstone Dust' - <no NBT>]"
"tinyPowderChalk","[contenttweaker:material_part@596 - 'Tiny Chalk Powder' - <no NBT>]"
"tinyPowderConglomerate","[contenttweaker:material_part@623 - 'Tiny Conglomerate Powder' - <no NBT>]"
"tinyPowderDacite","[contenttweaker:material_part@515 - 'Tiny Dacite Powder' - <no NBT>]"
"tinyPowderDiabase","[contenttweaker:material_part@479 - 'Tiny Diabase Powder' - <no NBT>]"
"tinyPowderDolomite","[contenttweaker:material_part@605 - 'Tiny Dolomite Powder' - <no NBT>]"
"tinyPowderEclogite","[contenttweaker:material_part@533 - 'Tiny Eclogite Powder' - <no NBT>]"
"tinyPowderGabbro","[contenttweaker:material_part@614 - 'Tiny Gabbro Powder' - <no NBT>]"
"tinyPowderGneiss","[contenttweaker:material_part@524 - 'Tiny Gneiss Powder' - <no NBT>]"
"tinyPowderGranite","[contenttweaker:material_part@470 - 'Tiny Granite Powder' - <no NBT>]"
"tinyPowderGreywacke","[contenttweaker:material_part@632 - 'Tiny Greywacke Powder' - <no NBT>]"
"tinyPowderHornfels","[contenttweaker:material_part@560 - 'Tiny Hornfels Powder' - <no NBT>]"
"tinyPowderKimberlite","[contenttweaker:material_part@497 - 'Tiny Kimberlite Powder' - <no NBT>]"
"tinyPowderKomatiite","[contenttweaker:material_part@506 - 'Tiny Komatiite Powder' - <no NBT>]"
"tinyPowderLimestone","[contenttweaker:material_part@641 - 'Tiny Limestone Powder' - <no NBT>]"
"tinyPowderLumium","[contenttweaker:material_part@397 - 'Tiny Lumium Powder' - <no NBT>]"
"tinyPowderMarble","[contenttweaker:material_part@542 - 'Tiny Marble Powder' - <no NBT>]"
"tinyPowderMigmatite","[contenttweaker:material_part@587 - 'Tiny Migmatite Powder' - <no NBT>]"
"tinyPowderQuartzite","[contenttweaker:material_part@551 - 'Tiny Quartzite Powder' - <no NBT>]"
"tinyPowderRhyolite","[contenttweaker:material_part@488 - 'Tiny Rhyolite Powder' - <no NBT>]"
"tinyPowderSchist","[contenttweaker:material_part@569 - 'Tiny Schist Powder' - <no NBT>]"
"tinyPowderShale","[contenttweaker:material_part@650 - 'Tiny Shale Powder' - <no NBT>]"
"tinyPowderSiltstone","[contenttweaker:material_part@659 - 'Tiny Siltstone Powder' - <no NBT>]"
"tinyPowderSoapstone","[contenttweaker:material_part@578 - 'Tiny Soapstone Powder' - <no NBT>]"
"toolAxe","[minecraft:wooden_axe@0 - 'Wooden Axe' - <no NBT>]; [minecraft:stone_axe@0 - 'Stone Axe' - <no NBT>]; [minecraft:iron_axe@0 - 'Iron Axe' - <no NBT>]; [minecraft:golden_axe@0 - 'Golden Axe' - <no NBT>]; [minecraft:diamond_axe@0 - 'Diamond Axe' - <no NBT>]"
"toolBakeware","[harvestcraft:bakewareitem@0 - 'Bakeware' - <no NBT>]"
"toolCuttingboard","[harvestcraft:cuttingboarditem@0 - 'Cutting Board' - <no NBT>]"
"toolJuicer","[harvestcraft:juiceritem@0 - 'Juicer' - <no NBT>]"
"toolMixingbowl","[harvestcraft:mixingbowlitem@0 - 'Mixing Bowl' - <no NBT>]"
"toolMortarandpestle","[harvestcraft:mortarandpestleitem@0 - 'Mortar and Pestle' - <no NBT>]"
"toolPot","[harvestcraft:potitem@0 - 'Pot' - <no NBT>]"
"toolSaucepan","[harvestcraft:saucepanitem@0 - 'Saucepan' - <no NBT>]"
"toolSkillet","[harvestcraft:skilletitem@0 - 'Skillet' - <no NBT>]"
"torch","[minecraft:torch@0 - 'Torch' - <no NBT>]; [tconstruct:stone_torch@32767 - '(WILDCARD)' - <no NBT>]"
"toughPlateIron","[contenttweaker:material_part@7 - 'Tough Iron Plate' - <no NBT>]"
"toughPlateLumium","[contenttweaker:material_part@739 - 'Tough Lumium Plate' - <no NBT>]"
"toughPlatePolyethylene","[contenttweaker:material_part@778 - 'Tough Polyethylene Plate' - <no NBT>]"
"toughPlateRubber","[contenttweaker:material_part@801 - 'Tough Rubber Plate' - <no NBT>]"
"trapdoorWood","[minecraft:trapdoor@32767 - '(WILDCARD)' - <no NBT>]"
